105.546,20.801,"[105.546,20.801],"
105.547,20.806,"[105.547,20.806],"
105.553,20.809,"[105.553,20.809],"
105.555,20.812,"[105.555,20.812],"
105.556,20.82,"[105.556,20.82],"
105.559,20.824,"[105.559,20.824],"
105.564,20.826,"[105.564,20.826],"
105.573,20.826,"[105.573,20.826],"
105.576,20.828,"[105.576,20.828],"
105.576,20.837,"[105.576,20.837],"
105.581,20.842,"[105.581,20.842],"
105.582,20.846,"[105.582,20.846],"
105.58,20.854,"[105.58,20.854],"
105.578,20.854,"[105.578,20.854],"
105.575,20.857,"[105.575,20.857],"
105.571,20.865,"[105.571,20.865],"
105.569,20.865,"[105.569,20.865],"
105.563,20.872,"[105.563,20.872],"
105.559,20.872,"[105.559,20.872],"
105.556,20.876,"[105.556,20.876],"
105.548,20.875,"[105.548,20.875],"
105.547,20.873,"[105.547,20.873],"
105.541,20.874,"[105.541,20.874],"
105.54,20.884,"[105.54,20.884],"
105.553,20.89,"[105.553,20.89],"
105.556,20.893,"[105.556,20.893],"
105.559,20.901,"[105.559,20.901],"
105.563,20.903,"[105.563,20.903],"
105.564,20.914,"[105.564,20.914],"
105.571,20.918,"[105.571,20.918],"
105.575,20.918,"[105.575,20.918],"
105.576,20.925,"[105.576,20.925],"
105.573,20.923,"[105.573,20.923],"
105.566,20.923,"[105.566,20.923],"
105.558,20.927,"[105.558,20.927],"
105.547,20.924,"[105.547,20.924],"
105.533,20.927,"[105.533,20.927],"
105.53,20.923,"[105.53,20.923],"
105.525,20.924,"[105.525,20.924],"
105.517,20.918,"[105.517,20.918],"
105.509,20.919,"[105.509,20.919],"
105.502,20.924,"[105.502,20.924],"
105.501,20.927,"[105.501,20.927],"
105.497,20.927,"[105.497,20.927],"
105.493,20.93,"[105.493,20.93],"
105.489,20.93,"[105.489,20.93],"
105.486,20.932,"[105.486,20.932],"
105.485,20.936,"[105.485,20.936],"
105.478,20.944,"[105.478,20.944],"
105.472,20.945,"[105.472,20.945],"
105.469,20.942,"[105.469,20.942],"
105.459,20.943,"[105.459,20.943],"
105.45,20.951,"[105.45,20.951],"
105.442,20.953,"[105.442,20.953],"
105.44,20.955,"[105.44,20.955],"
105.439,20.962,"[105.439,20.962],"
105.431,20.975,"[105.431,20.975],"
105.428,20.978,"[105.428,20.978],"
105.422,20.979,"[105.422,20.979],"
105.418,20.982,"[105.418,20.982],"
105.415,20.993,"[105.415,20.993],"
105.408,20.995,"[105.408,20.995],"
105.402,20.994,"[105.402,20.994],"
105.39,21,"[105.39,21],"
105.388,21.005,"[105.388,21.005],"
105.388,21.012,"[105.388,21.012],"
105.383,21.017,"[105.383,21.017],"
105.377,21.01,"[105.377,21.01],"
105.367,21.009,"[105.367,21.009],"
105.363,21.006,"[105.363,21.006],"
105.354,21.003,"[105.354,21.003],"
105.349,21.005,"[105.349,21.005],"
105.346,21.009,"[105.346,21.009],"
105.34,21.009,"[105.34,21.009],"
105.336,21.004,"[105.336,21.004],"
105.324,21.005,"[105.324,21.005],"
105.321,21.01,"[105.321,21.01],"
105.319,21.008,"[105.319,21.008],"
105.316,21.008,"[105.316,21.008],"
105.311,21.014,"[105.311,21.014],"
105.304,21.017,"[105.304,21.017],"
105.301,21.02,"[105.301,21.02],"
105.299,21.027,"[105.299,21.027],"
105.293,21.036,"[105.293,21.036],"
105.29,21.049,"[105.29,21.049],"
105.29,21.056,"[105.29,21.056],"
105.296,21.067,"[105.296,21.067],"
105.297,21.072,"[105.297,21.072],"
105.312,21.092,"[105.312,21.092],"
105.316,21.106,"[105.316,21.106],"
105.316,21.112,"[105.316,21.112],"
105.308,21.127,"[105.308,21.127],"
105.293,21.145,"[105.293,21.145],"
