106.356771,10.9917289,"[106.356771,10.9917289],"
106.3581974,10.9924973,"[106.3581974,10.9924973],"
106.3581988,10.9927896,"[106.3581988,10.9927896],"
106.3598279,10.9939515,"[106.3598279,10.9939515],"
106.3603848,10.9946796,"[106.3603848,10.9946796],"
106.3604237,10.9951179,"[106.3604237,10.9951179],"
106.3610533,10.99559,"[106.3610533,10.99559],"
106.3624232,10.9965338,"[106.3624232,10.9965338],"
106.364092,10.9967199,"[106.364092,10.9967199],"
106.3656022,10.9973123,"[106.3656022,10.9973123],"
106.3678359,10.998039,"[106.3678359,10.998039],"
106.3715808,10.9988237,"[106.3715808,10.9988237],"
106.372882,10.9990182,"[106.372882,10.9990182],"
106.374379,10.9992232,"[106.374379,10.9992232],"
106.3771188,10.9993226,"[106.3771188,10.9993226],"
106.378481,10.9989963,"[106.378481,10.9989963],"
106.3790702,10.9986405,"[106.3790702,10.9986405],"
106.3800668,10.9979947,"[106.3800668,10.9979947],"
106.3808019,10.9976785,"[106.3808019,10.9976785],"
106.3825832,10.9980538,"[106.3825832,10.9980538],"
106.3848358,10.9985165,"[106.3848358,10.9985165],"
106.3867497,10.9985077,"[106.3867497,10.9985077],"
106.3882865,10.9985733,"[106.3882865,10.9985733],"
106.38946,10.9988581,"[106.38946,10.9988581],"
106.3910217,10.9992378,"[106.3910217,10.9992378],"
106.3955523,11.0010573,"[106.3955523,11.0010573],"
106.4004609,11.0032841,"[106.4004609,11.0032841],"
106.4034461,11.0040703,"[106.4034461,11.0040703],"
106.4065125,11.0052073,"[106.4065125,11.0052073],"
106.4064282,11.0063483,"[106.4064282,11.0063483],"
106.4080537,11.0065161,"[106.4080537,11.0065161],"
106.4085572,11.0067955,"[106.4085572,11.0067955],"
106.4100153,11.0076061,"[106.4100153,11.0076061],"
106.4121945,11.0085328,"[106.4121945,11.0085328],"
106.4130621,11.0087073,"[106.4130621,11.0087073],"
106.4139,11.0084882,"[106.4139,11.0084882],"
106.4138447,11.0085596,"[106.4138447,11.0085596],"
106.4087411,11.0146319,"[106.4087411,11.0146319],"
106.4088469,11.0164907,"[106.4088469,11.0164907],"
106.4089259,11.0182447,"[106.4089259,11.0182447],"
106.4089254,11.0195799,"[106.4089254,11.0195799],"
106.4088722,11.0202344,"[106.4088722,11.0202344],"
106.4086064,11.0210983,"[106.4086064,11.0210983],"
106.4085267,11.0215957,"[106.4085267,11.0215957],"
106.4085531,11.022093,"[106.4085531,11.022093],"
106.4086325,11.022512,"[106.4086325,11.022512],"
106.4089509,11.0229834,"[106.4089509,11.0229834],"
106.4093878,11.0233951,"[106.4093878,11.0233951],"
106.4097329,11.0237994,"[106.4097329,11.0237994],"
106.4099916,11.024257,"[106.4099916,11.024257],"
106.4102071,11.0248422,"[106.4102071,11.0248422],"
106.4106275,11.0257467,"[106.4106275,11.0257467],"
106.4111986,11.0275767,"[106.4111986,11.0275767],"
106.4115541,11.0290768,"[106.4115541,11.0290768],"
106.4119419,11.0302897,"[106.4119419,11.0302897],"
106.4125241,11.0315346,"[106.4125241,11.0315346],"
106.4131794,11.0319906,"[106.4131794,11.0319906],"
106.4131709,11.0324922,"[106.4131709,11.0324922],"
106.4151769,11.0336418,"[106.4151769,11.0336418],"
106.4173447,11.0338978,"[106.4173447,11.0338978],"
106.4193508,11.0343132,"[106.4193508,11.0343132],"
106.4211303,11.035271,"[106.4211303,11.035271],"
106.4216154,11.0362287,"[106.4216154,11.0362287],"
106.4225208,11.039229,"[106.4225208,11.039229],"
106.4228439,11.0406653,"[106.4228439,11.0406653],"
106.4230056,11.0410803,"[106.4230056,11.0410803],"
106.4229408,11.0414951,"[106.4229408,11.0414951],"
106.4225524,11.0420057,"[106.4225524,11.0420057],"
106.4224875,11.0424207,"[106.4224875,11.0424207],"
106.4227131,11.04574,"[106.4227131,11.04574],"
106.4227417,11.0463059,"[106.4227417,11.0463059],"
106.4227776,11.0470165,"[106.4227776,11.0470165],"
106.4230039,11.0473997,"[106.4230039,11.0473997],"
106.4234569,11.0475592,"[106.4234569,11.0475592],"
106.4244924,11.0477193,"[106.4244924,11.0477193],"
106.4247836,11.0479427,"[106.4247836,11.0479427],"
106.424654,11.0482936,"[106.424654,11.0482936],"
106.423942,11.0488362,"[106.423942,11.0488362],"
106.4225178,11.0506549,"[106.4225178,11.0506549],"
106.4220969,11.0513889,"[106.4220969,11.0513889],"
106.4217407,11.0524421,"[106.4217407,11.0524421],"
106.4217405,11.0531123,"[106.4217405,11.0531123],"
106.4217824,11.0532679,"[106.4217824,11.0532679],"
106.421999,11.0540699,"[106.421999,11.0540699],"
106.4224194,11.0552188,"[106.4224194,11.0552188],"
106.4225164,11.0557615,"[106.4225164,11.0557615],"
106.4225485,11.0563998,"[106.4225485,11.0563998],"
106.4224513,11.0571659,"[106.4224513,11.0571659],"
106.4220951,11.058155,"[106.4220951,11.058155],"
106.4220302,11.058921,"[106.4220302,11.058921],"
106.4221271,11.0594635,"[106.4221271,11.0594635],"
106.4220298,11.0605487,"[106.4220298,11.0605487],"
106.4218292,11.0608452,"[106.4218292,11.0608452],"
106.4215764,11.0612188,"[106.4215764,11.0612188],"
106.421544,11.0618571,"[106.421544,11.0618571],"
106.4221907,11.063453,"[106.4221907,11.063453],"
106.422773,11.0644426,"[106.422773,11.0644426],"
106.4234201,11.0651449,"[106.4234201,11.0651449],"
106.423873,11.0653366,"[106.423873,11.0653366],"
106.4244233,11.0653686,"[106.4244233,11.0653686],"
106.4253293,11.0653689,"[106.4253293,11.0653689],"
106.425847,11.0655605,"[106.425847,11.0655605],"
